"id","country","name","sex","age","president","start_president","end_president","ministry","start_minister","end_minister","non_party","president_party","economist","lawyer","inner_circle","party_leader","exp_executive","exp_congress","exp_ngo","exp_thinktanks","exp_business","political_kinship"
60,"Chile","Dulanto Rencoret, Alfonso","man",58,"Ricardo Lagos",2000-03-11,2006-03-11,"Minería",2002-01-07,2006-03-11,1,0,0,0,0,0,0,0,0,0,1,0
61,"Chile","Echeverría Vial, Fernando","man",57,"Sebastián Piñera",2010-03-11,2014-03-11,"Energía",2011-07-18,2011-07-21,0,1,0,0,0,0,0,0,1,0,1,0
62,"Chile","Erazo Latorre, Álvaro","man",50,"Michelle Bachelet",2006-03-11,2010-03-11,"Salud",2008-11-06,2010-03-11,0,1,0,0,1,0,1,0,1,1,0,0
63,"Chile","Errázuriz Domínguez, Pedro Pablo","man",49,"Sebastián Piñera",2010-03-11,2014-03-11,"Transporte y Telecomunicaciones",2011-01-16,2014-03-11,1,0,0,0,1,0,0,0,0,0,1,1
64,"Chile","Espejo Yaksic, Sergio","man",38,"Michelle Bachelet",2006-03-11,2010-03-11,"Transporte y Telecomunicaciones",2006-03-11,2007-03-27,0,0,0,1,0,0,1,0,1,1,0,0
65,"Chile","Estévez Valencia, Jaime","man",58,"Ricardo Lagos",2000-03-11,2006-03-11,"Transporte y Telecomunicaciones",2005-01-03,2006-03-11,0,1,1,0,1,0,1,1,1,1,0,0
66,"Chile","Estévez Valencia, Jaime","man",58,"Ricardo Lagos",2000-03-11,2006-03-11,"Obras Públicas",2005-01-03,2006-03-11,0,1,1,0,1,0,1,1,1,1,0,0
67,"Chile","Etcheberry Celhay, Javier","man",54,"Ricardo Lagos",2000-03-11,2006-03-11,"Obras Públicas",2002-01-07,2005-01-03,0,1,0,0,1,0,1,0,0,0,1,0
68,"Chile","Etcheberry Celhay, Javier","man",54,"Ricardo Lagos",2000-03-11,2006-03-11,"Transporte y Telecomunicaciones",2002-01-07,2005-01-03,0,1,0,0,1,0,1,0,0,0,1,0
69,"Chile","Etchegaray Aubry, Alberto","man",44,"Patricio Aylwin",1990-03-11,1994-03-11,"Vivienda y Urbanismo",1990-03-11,1994-03-11,1,0,0,0,0,0,0,0,1,0,0,0
70,"Chile","Eyzaguirre Guzmán, Nicolás","man",47,"Ricardo Lagos",2000-03-11,2006-03-11,"Hacienda",2000-03-11,2006-03-11,0,1,1,0,1,0,0,0,0,0,0,1
71,"Chile","Fernández Amunátegui , Mariano","man",63,"Michelle Bachelet",2006-03-11,2010-03-11,"Relaciones Exteriores",2009-03-13,2010-03-11,0,0,0,1,0,0,0,0,1,1,0,0
72,"Chile","Fernández Baeza, Mario","man",52,"Ricardo Lagos",2000-03-11,2006-03-11,"Defensa Nacional",2000-03-11,2002-01-07,0,0,0,1,0,0,0,0,1,0,0,0
73,"Chile","Fernández Baeza, Mario","man",54,"Ricardo Lagos",2000-03-11,2006-03-11,"SEGPRES",2002-01-07,2003-03-03,0,0,0,1,0,0,0,0,1,0,0,0
74,"Chile","Ferreiro Yazigi, Alejandro","man",40,"Michelle Bachelet",2006-03-11,2010-03-11,"Economía, Fomento y Reconstrucción",2006-07-14,2008-01-08,0,0,0,1,0,0,1,0,1,1,0,0
75,"Chile","Figueroa Muñoz, Álex","man",34,"Eduardo Frei",1994-03-11,2000-03-11,"Salud",1996-08-07,2000-03-11,0,1,0,0,0,1,0,0,1,1,0,0
76,"Chile","Figueroa Serrano, Carlos","man",64,"Eduardo Frei",1994-03-11,2000-03-11,"Relaciones Exteriores",1994-03-11,1994-09-20,0,1,0,1,1,0,0,0,1,0,0,1
77,"Chile","Figueroa Serrano, Carlos","man",64,"Eduardo Frei",1994-03-11,2000-03-11,"Interior",1994-09-20,1998-08-01,0,1,0,1,1,0,0,0,1,0,0,1
78,"Chile","Figueroa Yávar, Juan Agustín","man",56,"Patricio Aylwin",1990-03-11,1994-03-11,"Agricultura",1990-03-11,1994-03-11,0,0,0,1,1,0,0,0,0,0,1,0
79,"Chile","Fontaine Talavera, Juan Andres","man",54,"Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo",2010-03-11,2011-07-18,1,0,0,0,1,0,0,0,1,1,1,1
80,"Chile","Foxley Rioseco, Alejandro","man",66,"Michelle Bachelet",2006-03-11,2010-03-11,"Relaciones Exteriores",2006-03-11,2009-03-12,0,0,1,0,0,1,0,1,1,1,0,0
81,"Chile","Foxley Rioseco, Alejandro","man",50,"Patricio Aylwin",1990-03-11,1994-03-11,"Hacienda",1990-03-11,1994-03-11,0,1,1,0,1,0,0,0,1,1,0,0
82,"Chile","Galilea Ocón, Sergio","man",51,"Eduardo Frei",1994-03-11,2000-03-11,"Bienes Nacionales",1999-08-13,2000-03-11,0,0,0,0,0,0,1,0,0,0,0,0
83,"Chile","Galilea Vidaurre, José Antonio","man",48,"Sebastián Piñera",2010-03-11,2014-03-11,"Agricultura",2010-03-11,2011-12-29,0,1,0,0,1,1,1,1,0,0,1,0
84,"Chile","García Aspillaga, Pedro","man",42,"Ricardo Lagos",2000-03-11,2006-03-11,"Salud",2003-03-03,2006-03-11,0,0,0,0,0,0,1,0,0,0,0,0
85,"Chile","García Hurtado, Álvaro","man",39,"Eduardo Frei",1994-03-11,2000-03-11,"Economía, Fomento y Reconstrucción",1994-03-11,1998-08-01,0,0,1,0,0,0,0,0,0,1,0,1
86,"Chile","García Hurtado, Álvaro","man",45,"Ricardo Lagos",2000-03-11,2006-03-11,"SEGPRES",2000-03-11,2002-01-07,0,1,1,0,1,0,0,0,1,1,0,1
87,"Chile","García Hurtado, Álvaro","man",43,"Eduardo Frei",1994-03-11,2000-03-11,"Comisión Nacional de Energía",1998-01-01,1998-08-01,0,0,1,0,0,0,0,0,0,1,0,1
88,"Chile","Golborne Riveros, Laurence","man",48,"Sebastián Piñera",2010-03-11,2014-03-11,"Minería",2010-03-11,2011-07-18,1,0,0,0,0,0,0,0,0,0,1,0
89,"Chile","Golborne Riveros, Laurence","man",50,"Sebastián Piñera",2010-03-11,2014-03-11,"Obras Públicas",2011-07-18,2012-11-05,1,0,0,0,0,0,0,0,0,0,1,0
90,"Chile","Golborne Riveros, Laurence","man",49,"Sebastián Piñera",2010-03-11,2014-03-11,"Energía",2011-01-16,2011-07-18,1,0,0,0,0,0,0,0,0,0,1,0
91,"Chile","González Larraín, Santiago","man",51,"Michelle Bachelet",2006-03-11,2010-03-11,"Minería",2008-01-08,2010-03-11,0,0,0,0,0,1,1,0,0,0,1,1
92,"Chile","Goñi Carrasco, José","man",59,"Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional",2007-03-26,2009-03-12,0,0,1,0,1,1,0,0,0,0,0,0
93,"Chile","Guzmán Correa, José","man",69,"Eduardo Frei",1994-03-11,2000-03-11,"Defensa Nacional",1998-08-01,1999-06-22,0,1,0,1,1,0,1,0,0,0,0,1
94,"Chile","Gómez Urrutia, José Antonio","man",46,"Ricardo Lagos",2000-03-11,2006-03-11,"Justicia",2000-03-11,2003-03-03,0,0,0,1,0,0,0,0,0,0,0,0
95,"Chile","Gómez Urrutia, José Antonio","man",45,"Eduardo Frei",1994-03-11,2000-03-11,"Justicia",1999-12-15,2000-03-11,0,0,0,1,0,0,0,0,0,0,0,0
96,"Chile","Hales Jamarne, Alejandro","man",69,"Patricio Aylwin",1990-03-11,1994-03-11,"Minería",1992-09-28,1994-03-11,1,0,0,1,0,0,1,0,1,0,0,0
97,"Chile","Hamilton Depassier, Juan","man",62,"Patricio Aylwin",1990-03-11,1994-03-11,"Minería",1990-03-11,1992-09-28,0,1,0,1,1,0,0,1,1,1,0,0
98,"Chile","Hardy Raskovan , Clarisa","woman",60,"Michelle Bachelet",2006-03-11,2010-03-11,"MIDEPLAN",2006-03-11,2008-01-08,0,1,0,0,1,0,1,0,1,0,0,0
99,"Chile","Heine Lorenzen, Jorge","man",50,"Eduardo Frei",1994-03-11,2000-03-11,"Bienes Nacionales",1999-04-13,1999-08-13,0,0,0,1,0,0,0,0,1,0,0,0
100,"Chile","Henríquez Díaz, Sergio","man",42,"Eduardo Frei",1994-03-11,2000-03-11,"Vivienda y Urbanismo",1997-07-24,2000-03-11,1,0,0,0,0,0,1,0,0,0,1,0
101,"Chile","Hermosilla Hermosilla, Edmundo","man",37,"Eduardo Frei",1994-03-11,2000-03-11,"Vivienda y Urbanismo",1994-03-11,1997-07-24,0,1,1,0,0,0,1,0,0,0,1,0
102,"Chile","Hinzpeter Kirberg, Rodrigo","man",44,"Sebastián Piñera",2010-03-11,2014-03-11,"Interior",2010-03-11,2012-11-05,0,1,0,1,1,1,0,0,0,0,0,1
103,"Chile","Hinzpeter Kirberg, Rodrigo","man",47,"Sebastián Piñera",2010-03-11,2014-03-11,"Defensa Nacional",2012-11-05,2014-03-11,0,1,0,1,1,1,0,0,0,0,0,1
104,"Chile","Hohmann Barrientos, Claudio","man",42,"Eduardo Frei",1994-03-11,2000-03-11,"Transporte y Telecomunicaciones",1996-09-28,2000-03-11,0,1,0,0,0,0,0,0,0,0,0,0
105,"Chile","Hornkohl Venegas, Marigen","woman",54,"Michelle Bachelet",2006-03-11,2010-03-11,"Agricultura",2008-01-08,2010-03-11,0,0,0,0,0,0,1,0,0,0,0,0
106,"Chile","Hornkohl Venegas, Marigen","woman",52,"Ricardo Lagos",2000-03-11,2006-03-11,"Educación",2005-12-14,2006-03-11,0,0,0,0,0,0,1,0,0,0,0,0
107,"Chile","Huenchumilla Jaramillo, Francisco","man",58,"Ricardo Lagos",2000-03-11,2006-03-11,"SEGPRES",2003-03-03,2004-06-03,0,0,0,1,0,1,0,1,1,0,0,0
108,"Chile","Huepe García, Claudio","man",60,"Ricardo Lagos",2000-03-11,2006-03-11,"SEGEGOB",2000-03-11,2002-01-07,0,0,0,0,0,1,0,1,1,1,0,0
109,"Chile","Hurtado Ruiz-Tagle, Carlos","man",53,"Patricio Aylwin",1990-03-11,1994-03-11,"Obras Públicas",1990-03-11,1994-03-11,0,0,1,0,0,0,0,0,1,0,1,1
110,"Chile","Insulza Salinas, José Miguel","man",56,"Eduardo Frei",1994-03-11,2000-03-11,"SEGPRES",1999-06-22,2000-03-11,0,0,0,1,0,0,0,0,0,0,0,0
111,"Chile","Insulza Salinas, José Miguel","man",56,"Ricardo Lagos",2000-03-11,2006-03-11,"Interior",2000-03-11,2005-05-24,0,1,0,1,1,0,0,0,0,0,0,0
112,"Chile","Insulza Salinas, José Miguel","man",51,"Eduardo Frei",1994-03-11,2000-03-11,"Relaciones Exteriores",1994-09-20,1999-06-22,0,0,0,1,0,0,0,0,0,0,0,0
113,"Chile","Irureta Aburto, Narciso","man",69,"Eduardo Frei",1994-03-11,2000-03-11,"Transporte y Telecomunicaciones",1994-03-11,1996-09-28,0,1,0,1,0,1,0,1,1,1,0,0
114,"Chile","Jadresic Marinovic, Alejandro","man",37,"Eduardo Frei",1994-03-11,2000-03-11,"Comisión Nacional de Energía",1994-03-11,1998-01-01,1,0,1,0,0,0,0,0,1,1,0,0
115,"Chile","Jiménez Moraga, Sergio","man",64,"Eduardo Frei",1994-03-11,2000-03-11,"Minería",1997-08-13,2000-03-11,0,0,0,0,0,0,1,0,1,0,1,0
116,"Chile","Jiménez de la Jara, Jorge","man",45,"Patricio Aylwin",1990-03-11,1994-03-11,"Salud",1990-03-11,1992-10-30,0,1,0,0,1,0,0,0,0,0,0,1
117,"Chile","Jiménez de la Jara, Mónica","woman",67,"Michelle Bachelet",2006-03-11,2010-03-11,"Educación",2008-04-18,2010-03-11,0,0,0,0,0,0,0,0,1,0,0,1
118,"Chile","Jobet Eluchans, Juan Carlos","man",37,"Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social",2013-07-24,2014-03-11,0,1,0,0,0,0,1,0,1,1,0,1
119,"Chile","Kast Sommerhoff, Felipe","man",32,"Sebastián Piñera",2010-03-11,2014-03-11,"MIDEPLAN",2010-03-11,2011-07-18,1,0,0,0,0,0,0,0,1,1,0,1
120,"Chile","Krauss Rusque, Enrique","man",58,"Patricio Aylwin",1990-03-11,1994-03-11,"Interior",1990-03-11,1994-03-11,0,1,0,1,1,0,0,1,0,0,1,0
121,"Chile","Krauss Valle, Alejandra","woman",43,"Ricardo Lagos",2000-03-11,2006-03-11,"MIDEPLAN",2000-03-11,2002-01-07,0,0,0,1,0,0,0,0,1,0,0,1
122,"Chile","Lagos Escobar, Ricardo","man",56,"Eduardo Frei",1994-03-11,2000-03-11,"Obras Públicas",1994-03-11,1998-08-01,0,0,0,1,0,1,0,0,0,0,0,1
123,"Chile","Lagos Escobar, Ricardo","man",52,"Patricio Aylwin",1990-03-11,1994-03-11,"Educación",1990-03-11,1992-09-28,0,0,0,1,0,1,0,0,0,0,0,1
124,"Chile","Lagos Weber, Ricardo","man",44,"Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB",2006-03-11,2007-12-06,0,0,0,1,1,0,0,0,0,0,0,1
125,"Chile","Landerretche Gacitúa, Óscar","man",49,"Eduardo Frei",1994-03-11,2000-03-11,"Comisión Nacional de Energía",1998-11-24,2000-03-11,0,0,1,0,0,0,1,0,0,0,0,0
126,"Chile","Larraín Bascuñan, Felipe","man",52,"Sebastián Piñera",2010-03-11,2014-03-11,"Hacienda",2010-03-11,2014-03-11,1,0,1,0,1,0,0,0,0,0,1,1
127,"Chile","Larroulet Vignau, Cristián","man",56,"Sebastián Piñera",2010-03-11,2014-03-11,"SEGPRES",2010-03-11,2014-03-11,1,0,1,0,1,0,1,0,1,0,1,1
128,"Chile","Lavados Montes, Hugo","man",58,"Michelle Bachelet",2006-03-11,2010-03-11,"Economía, Fomento y Reconstrucción",2008-01-08,2010-03-11,0,0,1,0,0,0,1,0,0,0,1,0
129,"Chile","Lavín Infante, Joaquín","man",57,"Sebastián Piñera",2010-03-11,2014-03-11,"MIDEPLAN",2011-07-18,2013-06-06,0,0,1,0,0,1,0,0,0,0,0,1
130,"Chile","Lavín Infante, Joaquín","man",56,"Sebastián Piñera",2010-03-11,2014-03-11,"Educación",2010-03-11,2011-07-18,0,0,1,0,0,1,0,0,0,0,0,1
131,"Chile","Leiva Lavalle, Jorge","man",59,"Eduardo Frei",1994-03-11,2000-03-11,"Economía, Fomento y Reconstrucción",1998-08-01,2000-03-11,0,0,1,0,0,0,0,0,0,0,0,0
132,"Chile","Leiva Lavalle, Jorge","man",59,"Eduardo Frei",1994-03-11,2000-03-11,"Comisión Nacional de Energía",1998-08-04,1998-11-24,0,0,1,0,0,0,0,0,0,0,0,0
133,"Chile","Ljubetic Godoy, Yerko","man",44,"Ricardo Lagos",2000-03-11,2006-03-11,"Trabajo y Previsión Social",2005-04-22,2006-03-11,0,0,0,1,0,0,0,0,1,0,0,0
134,"Chile","Longueira Montes, Pablo","man",52,"Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo",2011-07-18,2013-04-29,0,0,0,0,0,1,0,1,0,0,0,0
135,"Chile","Maira Aguirre, Luis","man",53,"Eduardo Frei",1994-03-11,2000-03-11,"MIDEPLAN",1994-03-11,1996-09-28,0,0,0,1,0,1,0,1,1,0,0,0
136,"Chile","Maldonado Curti, Carlos","man",43,"Michelle Bachelet",2006-03-11,2010-03-11,"Justicia",2007-03-26,2010-03-11,0,0,0,1,0,1,1,0,0,0,0,1
137,"Chile","Marfán Lewis, Manuel","man",46,"Eduardo Frei",1994-03-11,2000-03-11,"Hacienda",1999-12-03,2000-03-11,0,0,1,0,0,0,0,0,0,0,0,1
138,"Chile","Marshall Rivera, Jorge","man",38,"Patricio Aylwin",1990-03-11,1994-03-11,"Economía, Fomento y Reconstrucción",1992-09-28,1993-12-16,0,0,1,0,0,0,0,0,0,0,0,1
139,"Chile","Massad Abud, Carlos","man",61,"Eduardo Frei",1994-03-11,2000-03-11,"Salud",1994-03-11,1996-08-07,0,1,1,0,1,0,1,0,1,1,1,0
140,"Chile","Matte Lecaros, Magdalena","woman",59,"Sebastián Piñera",2010-03-11,2014-03-11,"Vivienda y Urbanismo",2010-03-11,2011-04-19,0,0,0,0,0,0,0,0,0,0,0,1
141,"Chile","Matthei Fornet, Evelyn","woman",57,"Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social",2011-01-16,2013-07-20,0,0,1,0,0,1,0,1,0,0,0,1
142,"Chile","Mayol Bouchon, Luis","man",59,"Sebastián Piñera",2010-03-11,2014-03-11,"Agricultura",2011-12-29,2014-03-11,0,1,0,1,0,0,0,0,0,0,1,0
143,"Chile","Mañalich Muxi, Jaime","man",55,"Sebastián Piñera",2010-03-11,2014-03-11,"Salud",2010-03-11,2014-03-11,1,0,0,0,1,0,0,0,1,0,1,0
144,"Chile","Merino Catalán, Camila","woman",42,"Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social",2010-03-11,2011-01-14,1,0,0,0,0,0,0,0,1,0,1,0
145,"Chile","Mladinic Alonso, Carlos","man",44,"Eduardo Frei",1994-03-11,2000-03-11,"SEGEGOB",1999-06-22,2000-03-11,0,1,1,0,1,1,0,0,0,0,0,0
146,"Chile","Mladinic Alonso, Carlos","man",41,"Eduardo Frei",1994-03-11,2000-03-11,"Agricultura",1996-09-28,1999-06-22,0,1,1,0,1,1,0,0,0,0,0,0
147,"Chile","Molina Silva, Sergio","man",65,"Eduardo Frei",1994-03-11,2000-03-11,"Educación",1994-09-26,1996-09-28,0,1,1,0,1,0,1,0,1,1,0,0
148,"Chile","Molina Silva, Sergio","man",61,"Patricio Aylwin",1990-03-11,1994-03-11,"MIDEPLAN",1990-03-11,1994-03-11,0,1,1,0,1,0,1,0,1,1,0,0
149,"Chile","Molina Valdivieso, Germán","man",55,"Eduardo Frei",1994-03-11,2000-03-11,"Trabajo y Previsión Social",1998-08-01,2000-03-11,0,0,0,1,0,0,0,0,1,1,0,0
150,"Chile","Molina Valdivieso, Germán","man",49,"Patricio Aylwin",1990-03-11,1994-03-11,"Transporte y Telecomunicaciones",1992-09-28,1994-03-11,0,0,0,1,0,0,0,0,1,1,0,0
151,"Chile","Montt Momberg, Julio","man",66,"Patricio Aylwin",1990-03-11,1994-03-11,"Salud",1992-10-30,1994-03-11,0,1,0,0,0,0,0,1,1,0,1,1
152,"Chile","Morandé Lavín, Felipe","man",54,"Sebastián Piñera",2010-03-11,2014-03-11,"Transporte y Telecomunicaciones",2010-03-11,2011-01-14,1,0,1,0,1,0,0,0,0,0,1,1
153,"Chile","Moreno Charme, Alfredo","man",53,"Sebastián Piñera",2010-03-11,2014-03-11,"Relaciones Exteriores",2010-03-11,2014-03-11,1,0,0,0,1,0,0,0,1,0,1,1
154,"Chile","Muñoz Valenzuela, Heraldo","man",53,"Ricardo Lagos",2000-03-11,2006-03-11,"SEGEGOB",2002-01-07,2003-03-03,0,0,0,0,1,0,0,0,0,0,0,0
155,"Chile","Ominami Pascual, Carlos","man",39,"Patricio Aylwin",1990-03-11,1994-03-11,"Economía, Fomento y Reconstrucción",1990-03-11,1992-09-28,0,0,1,0,0,0,0,0,0,0,0,1
156,"Chile","Orrego Larraín, Claudio","man",34,"Ricardo Lagos",2000-03-11,2006-03-11,"Bienes Nacionales",2000-03-11,2000-12-29,0,0,0,1,0,0,0,0,1,1,0,1
157,"Chile","Orrego Larraín, Claudio","man",34,"Ricardo Lagos",2000-03-11,2006-03-11,"Vivienda y Urbanismo",2000-03-11,2000-12-29,0,0,0,1,0,0,0,0,1,1,0,1
158,"Chile","Ortega Riquelme, Emiliano","man",56,"Eduardo Frei",1994-03-11,2000-03-11,"Agricultura",1994-03-11,1996-09-28,0,1,0,0,1,0,1,0,1,1,0,1
159,"Chile","Palma Irarrázaval, Andrés","man",47,"Ricardo Lagos",2000-03-11,2006-03-11,"MIDEPLAN",2003-03-03,2004-09-29,0,0,0,0,0,1,0,1,1,0,0,1
160,"Chile","Parot Donoso, Catalina","woman",54,"Sebastián Piñera",2010-03-11,2014-03-11,"Bienes Nacionales",2010-03-11,2012-11-05,0,1,0,1,1,1,0,0,0,0,0,1
161,"Chile","Pizarro Hofer, Roberto","man",51,"Eduardo Frei",1994-03-11,2000-03-11,"MIDEPLAN",1996-10-01,1998-03-05,0,0,0,0,1,0,0,0,0,0,0,1
